Date,Value,Pdf
"Jan 24, 2020","Seven Ages of India’s Monetary Policy - Shri Shaktikanta Das, Governor, Reserve Bank of India - January 24, 2020 - at the St. Stephen's College, University of Delhi",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/EMC240120208FD8668FDD07462A8C178BFC33F1ECFB.PDF
"Jan 07, 2020","Journey towards Inclusive Growth in India - Opening Remarks by Shri Shaktikanta Das, Governor, Reserve Bank of India - January 7, 2020 - at the Third Suresh Tendulkar Memorial Lecture by Mr. Tharman Shanmugaratnam, Senior Minister, Republic of Singapore",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/GOVERNORSOPENINGDFC9EEB467564933B12364321BFF17AA.PDF
"Jan 01, 2020","$ 5 Trillion Economy: Aspiration to Action - Shri Shaktikanta Das, Governor, Reserve Bank of India - December 16, 2019 - Delivered at the India Economic Conclave held in Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/GOVERNOR6FDA6D238B0A4ABCB8390A58DC74FFA2.PDF
"Nov 29, 2019","Rural and Agriculture Finance: Critical Input to Achieve Inclusive and Sustainable Development - Shri M. K. Jain, Deputy Governor, Reserve Bank of India - November 13, 2019",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/APRACA79FADF081D924802B821A15EBBAF981D.PDF
"Nov 28, 2019","Microfinance as the next wave of Financial Inclusion - Shri M. K. Jain, Deputy Governor, Reserve Bank of India - November 26, 2019 - at the SIDBI National Microfinance Congress 2019 at Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/SIDBI28112019FL86663DF0D26A460F9B5DFC53C22D2980.PDF
"Nov 16, 2019","Indian Banking at Crossroads: Some Reflections - Shri Shaktikanta Das, Governor, Reserve Bank of India - Saturday, November 16, 2019 - Delivered at the First Annual Economics Conference, Amrut Mody School of Management, Ahmedabad University",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/PSBSTC161120198E89A3C818EB47A393B25529E1CE6C4D.PDF
"Sep 23, 2019","Regulatory and Supervisory Expectations on Compliance Function in Banks - Shri M. K. Jain, Deputy Governor, Reserve Bank of India - Tuesday, August 20, 2019 - at Financial institution Benchmarking and Calibration (FIBAC) 2019 – the Annual Global Banking Conference organised by IBA and FICCI, Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/FIBACF4CB11A05ED2D4AA08E54374270650F16.PDF
"Sep 19, 2019","Dimensions of India’s External Sector Resilience - Shri Shaktikanta Das, Governor, Reserve Bank of India - Thursday, September 19, 2019 - Delivered at the Bloomberg India Economic Forum 2019 in Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/EXTERNALSECTOR872ACB67E2BC433198F4CC9C7D449906.PDF
"Sep 05, 2019","20th FIMMDA - PDAI Annual Conference - Shri B.P Kanungo, Deputy Governor, Reserve Bank of India - August 31, 2019 - Moscow",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/DGBPKSMB384FE3013DE433190BC1433AA0561C0.PDF
"Aug 26, 2019","Trade War: Is it a prelude to deglobalisation? - Shri B.P Kanungo, Deputy Governor - August 10, 2019 - Forex Association of India Conference, Singapore",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/SPCFL2608201951D525033F1843EAA7DE390FCF36B29B.PDF
"Aug 19, 2019","Emerging Challenges to Financial Stability - Shri Shaktikanta Das, Governor, Reserve Bank of India - Monday, August 19, 2019 - at FIBAC 2019 – the Annual Global Banking Conference organised by IBA and FICCI, Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/GOVERNORSSDIBAD5083C171910415B982BA94172436E4A.PDF
"Aug 05, 2019","Consumer Protection in a digital financial world – Initiatives and beyond - Shri M K Jain, Deputy Governor, Reserve Bank of India - June 21, 2019 - Annual Conference of Banking Ombudsman – 2019, Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/SBOC050820194CF977AF60AD44F8A288DECC6999A21F.PDF
"Jul 26, 2019",Governor’s Remarks at the Book Release of Shri V. Srinivas - India’s Relations with the International Monetary Fund 25 Years in Perspective 1991-2016 at New Delhi,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/GR26072019FD6D310766D074B8C8013BA9F86BB5232.PDF
"Jun 28, 2019","Governor's Speech on the occasion of the Annual Statistics Day Conference on June 28, 2019, Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/GSSDC28062019F64626DC341A4777907256912215AD7B.PDF
"Jun 24, 2019",Statement by Governor on launch of Complaint Management System,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/LCMSGE4C66E8FA04A42E89F333FF1F23CB198.PDF
"Jun 17, 2019","Evolving Role of Central Banks - Shri Shaktikanta Das, Governor, Reserve Bank of India - June 17, 2019 - Delivered at the Lal Bahadur Shastri National Academy of Administration (LBSNAA), Mussoorie",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/LBSA170620190507CE3D268446EEBB322D2B75C429DF.PDF
"Jun 08, 2019","Indian Banking Sector: Current Status and the Way Forward - Shri Shaktikanta Das, Governor, Reserve Bank of India - June 8, 2019 - Delivered at the NIBM, at the 15th Annual Convocation of Post Graduate Diploma in Management, Pune",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/NIBM0620191F170FE5CE854E74BABC68E2B121A80E.PDF
"Apr 25, 2019","India’s growing significance in global arena. Is it Sustainable? Are we ready for it? - Shri B.P Kanungo, Deputy Governor, Reserve Bank of India - April 19, 2019 - at FEDAI Annual Conference at Beijing",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/FEDAIC2504201971AEAB12CD954E82A10384D8B7695D0A.PDF
"Nov 02, 2018","Some Thoughts on Credit Risk and Bank Capital Regulation - Shri N.S. Vishwanathan, Deputy Governor, Reserve Bank of India - October 29, 2018 - Delivered at XLRI, Jamshedpur",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/FSXLRI39E59EDBC6BA4EB0983EB02B785C797E.PDF
"Oct 26, 2018","On the Importance of Independent Regulatory Institutions – The Case of the Central Bank - Dr. Viral V Acharya, Deputy Governor, Reserve Bank of India - October 26, 2018 - Delivered as the A. D. Shroff Memorial Lecture, Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/ADSML51EEB918B7194BC6AA8B764B05006B15.PDF
"Oct 12, 2018","Prompt Corrective Action: An Essential Element of Financial Stability Framework - Viral V Acharya, Deputy Governor, Reserve Bank of India - October 12, 2018 - Remarks delivered at the Indian Institute of Technology, Bombay",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/PCAS255E21AB302F4D4DB307D29D6346F6ED.PDF
"Sep 20, 2018","Preventive Vigilance – The Key Tool of Good Governance at Public Sector Institutions - Urjit R. Patel, Governor, Reserve Bank of India - September 20, 2018 - at the Central Vigilance Commission, New Delhi",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/CVCD1939C8177BE443E587735B76A030BF37.PDF
"Aug 31, 2018","State Government Market Borrowings – Issues and Prospects - Shri B. P. Kanungo, Deputy Governor, Reserve Bank of India - August 31, 2018 - at the Financial Market Conclave of the Bengal Chamber of Commerce and Industry, Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/SFMCDG39FD8305B5B446F1AAD0AEA42595E81F.PDF
"Aug 24, 2018","Importance of strong Governance & Secure IT Operations for Urban Co-operative Banks to Remain Relevant - N S Vishwanathan, Deputy Governor, Reserve Bank of India, August 04, 2018 - Gujarat Urban Co-operative Banks Federation at Gandhinagar",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/SETU240820180B4E8CBE85EB49F8A87C13403E335ED7.PDF
"Aug 20, 2018","Public Credit Registry (PCR) and Goods and Services Tax Network (GSTN): Giant Strides to Democratise and Formalise Credit in India - Dr. Viral V. Acharya, Deputy Governor, Reserve Bank of India, August 20, 2018 - at the Annual Global Banking Conference – FIBAC 2018 organised by Federation of Indian Chambers of Commerce and Industry (FICCI) and Indian Banks’ Association (IBA), Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/PCRGSTN200818F8498759AF814B5287F3B0AED7D8FF78.PDF
"Aug 17, 2018","Innovation in Retail Payments - Urjit R. Patel, Governor, Reserve Bank of India - August 16, 2018 - Address at the Launch of Unified Payments Interface(UPI) Version 2",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/UPI170820182C164878486345FFBEC7D7A55B7B7892.PDF
"Aug 03, 2018",Remarks for the Convocation Ceremony at the Meghnad Desai Academy of Economics - Urjit R. Patel,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/MDAE0308201899F15C491A834D4494F07D09B86E19D3.PDF
"May 30, 2018","Excellence in Payments - Shri B. P. Kanungo, Deputy Governor, Reserve Bank of India- May 29, 2018-Keynote Address Delivered at NPCI National Payments Excellence Awards function, Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/NPEA30052018FAF27807CAE74B85B8D6E0D62D765593.PDF
"Apr 18, 2018","It is not Business as Usual for Lenders and Borrowers - N. S. Vishwanathan, Deputy Governor, Reserve Bank of India – April 18, 2018 – Speech Delivered at National Institute of Bank Management, Pune on Fourteenth Convocation",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/NIBMS180420186468CF423F80468784A4E51BAD19924F.PDF
"Mar 14, 2018","Banking Regulatory Powers Should Be Ownership Neutral - Urjit R. Patel, Governor, Reserve Bank of India – March 14, 2018 – Inaugural Lecture : Centre for Law & Economics, Centre for Banking & Financial Laws Gujarat National Law University, Gandhinagar",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/BRP14032018FAAABC3757D74AD7B023B46FD018741F.PDF
"Feb 10, 2018","India’s Economic Reforms: Reflections on the Unfinished Agenda - Fifteenth L. K Jha Memorial lecture delivered by Professor Vijay Joshi, Emeritus Fellow, Merton College, Oxford at the Reserve Bank of India, Mumbai on December 11, 2017",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/02SP10021840CF3ECE274447F1824D42D94C41A427C6775F9F29584955961DB9121DD49F77.PDF
"Jan 15, 2018","Understanding and Managing Interest Rate Risk at Banks - Viral V Acharya, Deputy Governor – January 15, 2018 – at the FIMMDA Annual Dinner, 2018 at Hotel Taj Mahal Palace, Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/FIIMDA15012018570B64F5D5864720B04D49FA95B95996.PDF
"Jan 10, 2018","Regulation and Financial Stability - Shri N.S.Vishwanathan, Deputy Governor, Reserve Bank of India - October 13, 2017 - at the Special Session of Merchant Chamber of Commerce and Industry, Kolkata",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/2REGULATION001ACB44417F475ABBCB2080C039EC26BD7203D858D64EBDB2C40FF2BD648620.PDF
"Dec 15, 2017","CAFRAL Conference on “Financial System and the Macroeconomy” - Opening remarks by Dr. Urjit R. Patel, Governor- December 7, 2017 – Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/CAFRAL56C15F5C5CDF43B896448018A05BB53A.PDF
"Dec 14, 2017",,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/GSNSENYU240C656D860B464E9F41B7C4E53D707B.PDF
"Nov 20, 2017","One Year in the Life of India's Monetary Policy Committee - Dr. Michael Debabrata Patra, Executive Director - October 27, 2017 - at the Jaipur Regional Office of the Reserve Bank of India.",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/OYLI2011174E119D47949941BAB7F311606E4BF7A1.PDF
"Nov 05, 2017",,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/AIAIIT0C459716D4314739B35B90D61FA3BD10.PDF
"Oct 23, 2017","Financial regulation and economic policies for avoiding the next crisis - Urjit R. Patel, Governor, Reserve Bank of India - October 15, 2017 - at the 32nd Annual G30 International Banking Seminar, Inter-American Development Bank, Washington, D.C.",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/FREAD4F68B5BBD0644DFBB9F99F19F33DD9A2.PDF
"Aug 31, 2017","Seminar on Agricultural Debt Waiver – Efficacy and Limitations - Opening remarks by Urjit R. Patel, Governor, Reserve Bank of India, August 31, 2017, Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/SLW310820172372F6B528534AE5925ED559CEB3D9AC.PDF
"Aug 19, 2017","Resolution of Stressed Assets: Towards the Endgame - Urjit R. Patel, Governor - August 19, 2017 - Inaugural Session of the “National Conference on Insolvency and Bankruptcy: Changing Paradigm”, Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/GCIB190820172DE65550F56F4DFF88A22BDF2C0FADC1.PDF
"Jul 15, 2017","Priority Sector Lending – Status, Issues and Future Agenda - Shri S S Mundra, Deputy Governor - June 27, 2017 - at the ”Conference on Credit flow to Priority Sector – Policy and Implementation” held at College of Agricultural Banking, Pune",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/SDGSSM2FB4FEB0804249EFBD6762DD3E6BF49D.PDF
"Jul 06, 2017","A Case for Public Credit Registry in India - Dr. Viral V. Acharya, Deputy Governor - July 4, 2017 - at the 11th Statistics Day Conference held at Reserve Bank of India, Central Office, Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/DGVVA06072017ECC648AAC70842FD9F9FCB95982C3915.PDF
"Jun 16, 2017","Bankers & SME Borrowers: The Emerging Mantras - Shri S. S. Mundra, Deputy Governor – June 16, 2017 – at the 3rd Bankers Borrowers Business Summit organized by ASSOCHAM in New Delhi",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/ABSPC160620178A1529D1A64E4D30926204BBA94C37A1.PDF
"May 30, 2017","Customer Service in Banks: Time to Raise the Bar! - Shri S. S. Mundra, Deputy Governor – May 30, 2017 – at the Annual Conference of Principal Code Compliance Officers organized by the Banking Codes and Standards Board of India in Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/BCSBI300520176CB29152692341FCAF6F2C972726F6B2.PDF
"Apr 28, 2017","A Bank Should Be Something One Can “Bank” Upon - Dr. Viral V Acharya, Deputy Governor - April 28, 2017 - FICCI FLO Mumbai Chapter",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/ABSBS41CB171494414AAB961DE19F9582F782.PDF
"Mar 02, 2017","Improving investor interest – Recent Legislative and Regulatory Measures - Shri R. Gandhi, Deputy Governor - March 2, 2017 - at the “Asia-Pacific Regional Meeting 2017” jointly organised by Link Legal India Law Services and Globalaw at Hotel Trident, Nariman Point, Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/IMPROVE02032017BDA748A7A6D4445B8A081D14B45273CA.PDF
"Feb 20, 2017","Payment Systems - Next Orbit - Shri R. Gandhi, Deputy Governor - February 20, 2017 - at the launch of Bharat QR Code at Hotel Trident, Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/TPS200220178840E4166A124CF0BEE827EFC85E4A25.PDF
"Nov 28, 2016","Issues in Infrastructure Financing in India - Shri N. S. Vishwanathan, Deputy Governor - November 15, 2016 - at 6th National Summit organised by ASSOCHAM on ’Infrastructure Finance - Building a New India’, Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/ASSOCHAM71BFA45FCC6A48E3ADFDED173B887AB7.PDF
"Nov 24, 2016","Pioneering Best Practices in Banking: India’s Record - Shri R. Gandhi, Deputy Governor - November 24, 2016 - at the 33rd Sir Purshotamdas Thakurdas Memorial Lecture, Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/PBPBI2411201611960113229349F795AEEB51598B5D0C.PDF
"Oct 24, 2016","Evolution of Payment Systems in India: Or is it a Revolution? - Shri R. Gandhi, Deputy Governor - October 22, 2016 - at the Banaras Hindu University, Varanasi",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/SDGRG2410165EF7DBED101E4AAC9602C96B6DA24010.PDF
"Sep 30, 2016","Setting The Priorities Right - Shri S. S. Mundra, Deputy Governor – September 28, 2016 – at the 3rd SBI Banking and Economics Conclave in Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/SBI3009168A8ACC08A0EA4EE9B254ADDB27BB01AA.PDF
"Sep 28, 2016","Financial Stability in a Weak Global Environment - Shri S. S. Mundra, Deputy Governor - September 22, 2016 - at the 7th SEACEN High Level Seminar for Deputy Governors in–charge of Financial Stability and Supervision, Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/SEACEN28091602680B64F693456BB41467BAB321DDFB.PDF
"Sep 27, 2016","Challenges in Developing the Bond Market in BRICS - Shri R. Gandhi, Deputy Governor – Sep 27, 2016 – at the Seminar on “Challenges in Developing the Bond Market in BRICS” conducted jointly by CII and MoF, Government of India in Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/BRICSC2709161359401CF6D640DAAC0205C9D8EB9B97.PDF
"Sep 24, 2016","Financial Inclusion in India – The Journey so far and the Way Ahead - Shri S. S. Mundra, Deputy Governor - September 19, 2016 - at the BRICS Workshop on Financial Inclusion in Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/FII240916C995257844FC40BF95F49CADF791A1CF.PDF
"Sep 07, 2016","Asset Quality of Indian Banks: Way Forward - Shri N. S. Vishwanathan, Deputy Governor - August 30, 2016 - at National Conference of ASSOCHAM on “Risk Management: Key to Asset Quality”, New Delhi",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/ASSOCH0FB1F02A5B4242399E8AB78D888D79AC.PDF
"Jul 29, 2016","Targeted Attacks: Protection of Critical Infrastructure of the Country & Capacity Building - Shri R. Gandhi, Deputy Governor - 29th July 2016 - in Hotel Hyatt, Bhikaji Cama Place, New Delhi",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/ACS29071688E0756FFFE7467486E11C4A6B5039CF.PDF
"Jul 26, 2016","Policy and Evidence - Dr. Raghuram Rajan, Governor - July 26, 2016 - at the 10th Statistics Day Conference 2016, Reserve Bank of India, Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/EPP26072016F8E5A1CF991E48F28837B7B52CDB428F.PDF
"Jul 19, 2016","Information Technology – New Gauntlets for Banks - Shri R. Gandhi, Deputy Governor - July 18, 2016 - at the 12th IDRBT Banking Technology Excellence Awards, Hyderabad",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/IDRBT19071662CB83A8AEEA4323B510B6D284D70447.PDF
"Jul 18, 2016","Remarks of Dr. Raghuram Rajan, Governor - July 18, 2016 - at the IDRBT Banking Technology Excellence Awards, Hyderabad",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/IDRBT1807162E6D5063FBBA4719A18F60E341795A6D.PDF
"Apr 26, 2016","Consolidation among Public Sector Banks - Shri R. Gandhi, Deputy Governor - April 22, 2016 - at the MINT South Banking Enclave, Bangalore",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/PSM1645A1230B973D4C5C8DC85E01B5AB35BB.PDF
"Apr 19, 2016","Indian Debt Market 2020 : The Underpinnings & the Path Ahead - Shri Harun R Khan, Deputy Governor - April 15, 2016 - at the 17th Annual Conference of FIMMDA-PDAI, London",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/IDM20208BB1948E3E874582BF9C341A0C530968.PDF
"Apr 07, 2016","Empowering MSMEs: Issues & Challenges - Shri S. S. Mundra, Deputy Governor - April 6, 2016 - at the 2nd Bankers Borrowers Business Meet 2016, New Delhi",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/EIMC070416D3FB4389F1CB4C6899DBF2C3C391B393.PDF
"Mar 16, 2016","Global Economic Turmoil: Impact on Indian Economy and the Way Forward - Shri Harun R Khan, Deputy Governor - March 12, 2016 - at the Programme on Global Economic Turmoil, Impact on Indian Economy, New Delhi",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/GLB168DF5F42FF5614EF4907CF9BA53948C4F.PDF
"Mar 12, 2016","India in the Global Economy - Dr. Raghuram Rajan, Governor - March 12, 2016 - at First Ramnath Goenka Memorial Lecture, New Delhi",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/IGE164C911A04E31B4010A4BBD0764798C826.PDF
"Feb 10, 2016","Rural Cooperatives: Repositioning - Shri R. Gandhi, Deputy Governor - February 9, 2016 - at the “National Conference of Cooperative Banks – Regaining Leadership in Agricultural Finance” held at BIRD, Lucknow",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/RCOR100216F15654D7B5404CD6A4AD532F6AD0C92E.PDF
"Feb 05, 2016","Indian Banking Sector: Gazing Into The Crystal Ball - Shri. S. S. Mundra, Deputy Governor - February 4, 2016 - at the Mint Annual Banking Conclave on the theme “Disruption, Innovation and Competition”, Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/CM05022016F0EC9BA6766949FE9E4062512A1B70C0.PDF
"Jan 01, 2016","Basel III Liquidity Risk Framework – Implementation and Way Forward - Shri N.S. Vishwanathan, Executive Director - November 27, 2015, Hyderabad",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/SP16A89FC2D4553F4C1FBF197183B0ADA5C3.PDF
"Dec 22, 2015","Payment Revolution: Preparing for Participation - Shri R. Gandhi, Deputy Governor - December 22, 2015 - organized by National Payments Corporation of India (NPCi), Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/PSH1205652E4DDE8D43ABB88358343CFC6FFD.PDF
"Nov 06, 2015","Corporate Bond Markets in India: A Framework for Further Action - Shri Harun R. Khan, Deputy Governor – October 27, 2015 at FICCI CAPAM – 2015, Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/CBFC92C9678A794D6FA2F63FA03C70899E.PDF
"Oct 31, 2015","Tolerance and Respect for Economic Progress - Dr. Raghuram G. Rajan, Governor – October 31, 2015 – Indian Institute of Technology, Delhi",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/TR0851B802E26E42D5B38D6DF019EB6F01.PDF
"Oct 28, 2015","Whither the Co-operative Banking? - Shri R. Gandhi, Deputy Governor – October 24, 2015 – Maharashtra Urban Co-operative Banks’ Conference 2015, Nagpur",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/UCSP5FF5A1E3B6A94B9EA19733C1433C425C.PDF
"Sep 18, 2015","Sustainable Growth in the Financial Sector: 2015 - Dr. Raghuram G. Rajan, Governor – September 18, 2015 - the 4th C.K. Prahalad Memorial Lecture, Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/CKF88E299D986345DA9CCD0B10868E44A3.PDF
"Sep 16, 2015","Financing India’s Growth - Challenges and Way Ahead - Shri S.S. Mundra, Deputy Governor – September 9, 2015 – Summit on ‘Financing India’s Growth – Way forward’ by PHDCCI, New Delhi",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/SP16091DA460AC43F0421384B51EF35F92A5F0.PDF
"Sep 15, 2015","Asset Reconstruction and NPA Management in India - Shri R. Gandhi, Deputy Governor – September 15, 2015 – ReModel in India – Assets Reconstruction and NPA Management Summit organized by Economic Times, Mumbai",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/ETA47F2134E66B442DB566386032C086B9.PDF
"Sep 04, 2015","Basel III Implementation- Challenges for Indian banking system - Shri N.S. Vishwanathan, Executive Director – August 31, 2015 – Associated Chambers of Commerce & Industry of India and National Institute of Bank Management",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/BIIBEEA5F83112F4DF18D88993A41E69179.PDF
"Aug 25, 2015","Disruptive Innovation and Inclusive Growth – Some Random Thoughts - Valedictory Speech delivered by Shri R. Gandhi, Deputy Governor at FIBAC 2015, Mumbai on August 25, 2015",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/FIB8E7A24AAA67C424BBCC05325DAEAA8F2.PDF
"Dec 30, 2009","India's Economic Recovery : Drivers and Risks - Subir Gokarn, Deputy Governor",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/IMCS241209.PDF
"Aug 24, 2006","New Economic Geography and Monetary Policy in a Flattening World* - by Dr. Rakesh Mohan, Deputy Governor, Reserve Bank of India, as an Overview Panelist at a Symposium sponsored by the Federal Reserve Bank of Kansas City at Jackson Hole, Wyoming, August 24-26, 2006",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/73390.PDF
"Dec 30, 1994",The Reform of the Financial Sector Choices and Lessons - Speech by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/01SP30121994310A304E1FDB4CAEA934DE8A628127B2.PDF
"Nov 25, 1994",The Relevance of Hayekian Analysis for Monetary Policy in Developing Countries - Speech by S.S. Tarapore,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/03SP25111994DC08045415794280974E260D1288C416.PDF
"Nov 21, 1994",Foreign Exchange Reserves Management an Indian Perspective - Speech by S.S Tarapore,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/02SP211119949BA21400ED314D8EB0803A06091AE713.PDF
"Nov 11, 1994",Financial Sector Reforms a Continnum Speech By S.S Tarapore,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/01SP111119948D928E6C948B4CEAAB1ED2C7F9437CFB.PDF
"Sep 19, 1994",The Disappearance of Twin Defeciets : Macro - Economic Policy Implications - Speech by S.S. Tarapore,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/03SP19091994B740BEC4549D444CBA3ED36A3A513073.PDF
"Sep 05, 1994",Imperatives of Banking in India - speech by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/01SP05091994DE713A1C223C4CF0B1E724C24849C84C.PDF
"Aug 31, 1994",Valedictory Address by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/01SP310819946184608FE4E44ADBBA6F05BB94ED44AB.PDF
"May 27, 1994",The Indian Financial System: The Emerging Horizon - Speech by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/02SP27051994D3896B0E9B2E4D328AF8EDC17DAA61D8.PDF
"May 19, 1994",The Credit and Monetary Policy for the First Half of 1994-95 - Speech by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/01SP19051994DC7ACE88F6764BD294C7419FA419B745.PDF
"Apr 02, 1994",Inaugural Address by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/02SP0204199419804B202FFC462C8EADDDA992EF81BB.PDF
"Mar 23, 1994",India Integrating into World Economy - Speech by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/02SP230319949877D5EBFAB44A8490A17CF117BA8269.PDF
"Mar 17, 1994",Role of Credit in Poverty Alleviation - Speech by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/01SP170319947EDD9A140D0245E5B6102361E0AF17F6.PDF
"Mar 09, 1994",Developing the Money and Securities Market in India - Speech by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/01SP09031994CB87CB19004641A2AC63CAC3B9F7C47E.PDF
"Feb 20, 1994",Monetary Policy Revisited - Speech by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/01SP200219949437E4BB63B14E728572DEFA5FB684FE.PDF
"Jan 31, 1994",Banking with the Poor - Speech by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/01SP3101199457EB1D4FACB6406FACA8098EB2A9D2EE.PDF
"Jan 23, 1994",Autonomy and Monetary Policy of Reserve Bank of India - Speech by S.S Tarapore,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/02SP23011994192A90ABAA9F4A87BC32A76EEA55A541.PDF
"Jan 18, 1994",India's Balance of Payments the Emerging Dimensions - Speech by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/01SP18011994770693FC3C6545BCBB3354EE1D44D57D.PDF
